file_id,emotion,label,mfcc_path,spec_path
OAF_cheek_angry,angry,1,data\processed\tess\features\OAF_cheek_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_cheek_angry_spec.npy
OAF_chief_angry,angry,1,data\processed\tess\features\OAF_chief_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_chief_angry_spec.npy
OAF_choice_angry,angry,1,data\processed\tess\features\OAF_choice_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_choice_angry_spec.npy
OAF_cool_angry,angry,1,data\processed\tess\features\OAF_cool_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_cool_angry_spec.npy
OAF_dab_angry,angry,1,data\processed\tess\features\OAF_dab_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_dab_angry_spec.npy
OAF_date_angry,angry,1,data\processed\tess\features\OAF_date_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_date_angry_spec.npy
OAF_dead_angry,angry,1,data\processed\tess\features\OAF_dead_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_dead_angry_spec.npy
OAF_death_angry,angry,1,data\processed\tess\features\OAF_death_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_death_angry_spec.npy
OAF_deep_angry,angry,1,data\processed\tess\features\OAF_deep_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_deep_angry_spec.npy
OAF_dime_angry,angry,1,data\processed\tess\features\OAF_dime_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_dime_angry_spec.npy
OAF_dip_angry,angry,1,data\processed\tess\features\OAF_dip_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_dip_angry_spec.npy
OAF_ditch_angry,angry,1,data\processed\tess\features\OAF_ditch_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_ditch_angry_spec.npy
OAF_dodge_angry,angry,1,data\processed\tess\features\OAF_dodge_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_dodge_angry_spec.npy
OAF_dog_angry,angry,1,data\processed\tess\features\OAF_dog_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_dog_angry_spec.npy
OAF_doll_angry,angry,1,data\processed\tess\features\OAF_doll_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_doll_angry_spec.npy
OAF_door_angry,angry,1,data\processed\tess\features\OAF_door_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_door_angry_spec.npy
OAF_fail_angry,angry,1,data\processed\tess\features\OAF_fail_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_fail_angry_spec.npy
OAF_fall_angry,angry,1,data\processed\tess\features\OAF_fall_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_fall_angry_spec.npy
OAF_far_angry,angry,1,data\processed\tess\features\OAF_far_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_far_angry_spec.npy
OAF_fat_angry,angry,1,data\processed\tess\features\OAF_fat_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_fat_angry_spec.npy
OAF_fit_angry,angry,1,data\processed\tess\features\OAF_fit_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_fit_angry_spec.npy
OAF_five_angry,angry,1,data\processed\tess\features\OAF_five_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_five_angry_spec.npy
OAF_food_angry,angry,1,data\processed\tess\features\OAF_food_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_food_angry_spec.npy
OAF_gap_angry,angry,1,data\processed\tess\features\OAF_gap_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_gap_angry_spec.npy
OAF_gas_angry,angry,1,data\processed\tess\features\OAF_gas_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_gas_angry_spec.npy
OAF_gaze_angry,angry,1,data\processed\tess\features\OAF_gaze_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_gaze_angry_spec.npy
OAF_germ_angry,angry,1,data\processed\tess\features\OAF_germ_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_germ_angry_spec.npy
OAF_get_angry,angry,1,data\processed\tess\features\OAF_get_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_get_angry_spec.npy
OAF_gin_angry,angry,1,data\processed\tess\features\OAF_gin_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_gin_angry_spec.npy
OAF_goal_angry,angry,1,data\processed\tess\features\OAF_goal_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_goal_angry_spec.npy
OAF_good_angry,angry,1,data\processed\tess\features\OAF_good_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_good_angry_spec.npy
OAF_goose_angry,angry,1,data\processed\tess\features\OAF_goose_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_goose_angry_spec.npy
OAF_gun_angry,angry,1,data\processed\tess\features\OAF_gun_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_gun_angry_spec.npy
OAF_half_angry,angry,1,data\processed\tess\features\OAF_half_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_half_angry_spec.npy
OAF_hall_angry,angry,1,data\processed\tess\features\OAF_hall_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hall_angry_spec.npy
OAF_hash_angry,angry,1,data\processed\tess\features\OAF_hash_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hash_angry_spec.npy
OAF_hate_angry,angry,1,data\processed\tess\features\OAF_hate_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hate_angry_spec.npy
OAF_have_angry,angry,1,data\processed\tess\features\OAF_have_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_have_angry_spec.npy
OAF_haze_angry,angry,1,data\processed\tess\features\OAF_haze_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_haze_angry_spec.npy
OAF_hire_angry,angry,1,data\processed\tess\features\OAF_hire_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hire_angry_spec.npy
OAF_hit_angry,angry,1,data\processed\tess\features\OAF_hit_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hit_angry_spec.npy
OAF_hole_angry,angry,1,data\processed\tess\features\OAF_hole_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hole_angry_spec.npy
OAF_home_angry,angry,1,data\processed\tess\features\OAF_home_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_home_angry_spec.npy
OAF_hurl_angry,angry,1,data\processed\tess\features\OAF_hurl_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hurl_angry_spec.npy
OAF_hush_angry,angry,1,data\processed\tess\features\OAF_hush_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_hush_angry_spec.npy
OAF_jail_angry,angry,1,data\processed\tess\features\OAF_jail_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_jail_angry_spec.npy
OAF_jar_angry,angry,1,data\processed\tess\features\OAF_jar_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_jar_angry_spec.npy
OAF_join_angry,angry,1,data\processed\tess\features\OAF_join_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_join_angry_spec.npy
OAF_judge_angry,angry,1,data\processed\tess\features\OAF_judge_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_judge_angry_spec.npy
OAF_jug_angry,angry,1,data\processed\tess\features\OAF_jug_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_jug_angry_spec.npy
OAF_juice_angry,angry,1,data\processed\tess\features\OAF_juice_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_juice_angry_spec.npy
OAF_keen_angry,angry,1,data\processed\tess\features\OAF_keen_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_keen_angry_spec.npy
OAF_keep_angry,angry,1,data\processed\tess\features\OAF_keep_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_keep_angry_spec.npy
OAF_keg_angry,angry,1,data\processed\tess\features\OAF_keg_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_keg_angry_spec.npy
OAF_kick_angry,angry,1,data\processed\tess\features\OAF_kick_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_kick_angry_spec.npy
OAF_kill_angry,angry,1,data\processed\tess\features\OAF_kill_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_kill_angry_spec.npy
OAF_king_angry,angry,1,data\processed\tess\features\OAF_king_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_king_angry_spec.npy
OAF_kite_angry,angry,1,data\processed\tess\features\OAF_kite_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_kite_angry_spec.npy
OAF_knock_angry,angry,1,data\processed\tess\features\OAF_knock_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_knock_angry_spec.npy
OAF_late_angry,angry,1,data\processed\tess\features\OAF_late_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_late_angry_spec.npy
OAF_laud_angry,angry,1,data\processed\tess\features\OAF_laud_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_laud_angry_spec.npy
OAF_lean_angry,angry,1,data\processed\tess\features\OAF_lean_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_lean_angry_spec.npy
OAF_learn_angry,angry,1,data\processed\tess\features\OAF_learn_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_learn_angry_spec.npy
OAF_lease_angry,angry,1,data\processed\tess\features\OAF_lease_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_lease_angry_spec.npy
OAF_lid_angry,angry,1,data\processed\tess\features\OAF_lid_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_lid_angry_spec.npy
OAF_life_angry,angry,1,data\processed\tess\features\OAF_life_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_life_angry_spec.npy
OAF_limb_angry,angry,1,data\processed\tess\features\OAF_limb_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_limb_angry_spec.npy
OAF_live_angry,angry,1,data\processed\tess\features\OAF_live_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_live_angry_spec.npy
OAF_loaf_angry,angry,1,data\processed\tess\features\OAF_loaf_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_loaf_angry_spec.npy
OAF_long_angry,angry,1,data\processed\tess\features\OAF_long_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_long_angry_spec.npy
OAF_lore_angry,angry,1,data\processed\tess\features\OAF_lore_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_lore_angry_spec.npy
OAF_lose_angry,angry,1,data\processed\tess\features\OAF_lose_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_lose_angry_spec.npy
OAF_lot_angry,angry,1,data\processed\tess\features\OAF_lot_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_lot_angry_spec.npy
OAF_love_angry,angry,1,data\processed\tess\features\OAF_love_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_love_angry_spec.npy
OAF_luck_angry,angry,1,data\processed\tess\features\OAF_luck_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_luck_angry_spec.npy
OAF_make_angry,angry,1,data\processed\tess\features\OAF_make_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_make_angry_spec.npy
OAF_match_angry,angry,1,data\processed\tess\features\OAF_match_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_match_angry_spec.npy
OAF_merge_angry,angry,1,data\processed\tess\features\OAF_merge_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_merge_angry_spec.npy
OAF_mess_angry,angry,1,data\processed\tess\features\OAF_mess_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_mess_angry_spec.npy
OAF_met_angry,angry,1,data\processed\tess\features\OAF_met_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_met_angry_spec.npy
OAF_mill_angry,angry,1,data\processed\tess\features\OAF_mill_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_mill_angry_spec.npy
OAF_mob_angry,angry,1,data\processed\tess\features\OAF_mob_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_mob_angry_spec.npy
OAF_mode_angry,angry,1,data\processed\tess\features\OAF_mode_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_mode_angry_spec.npy
OAF_mood_angry,angry,1,data\processed\tess\features\OAF_mood_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_mood_angry_spec.npy
OAF_moon_angry,angry,1,data\processed\tess\features\OAF_moon_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_moon_angry_spec.npy
OAF_mop_angry,angry,1,data\processed\tess\features\OAF_mop_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_mop_angry_spec.npy
OAF_mouse_angry,angry,1,data\processed\tess\features\OAF_mouse_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_mouse_angry_spec.npy
OAF_nag_angry,angry,1,data\processed\tess\features\OAF_nag_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_nag_angry_spec.npy
OAF_name_angry,angry,1,data\processed\tess\features\OAF_name_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_name_angry_spec.npy
OAF_near_angry,angry,1,data\processed\tess\features\OAF_near_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_near_angry_spec.npy
OAF_neat_angry,angry,1,data\processed\tess\features\OAF_neat_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_neat_angry_spec.npy
OAF_nice_angry,angry,1,data\processed\tess\features\OAF_nice_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_nice_angry_spec.npy
OAF_note_angry,angry,1,data\processed\tess\features\OAF_note_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_note_angry_spec.npy
OAF_numb_angry,angry,1,data\processed\tess\features\OAF_numb_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_numb_angry_spec.npy
OAF_pad_angry,angry,1,data\processed\tess\features\OAF_pad_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pad_angry_spec.npy
OAF_page_angry,angry,1,data\processed\tess\features\OAF_page_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_page_angry_spec.npy
OAF_pain_angry,angry,1,data\processed\tess\features\OAF_pain_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pain_angry_spec.npy
OAF_pass_angry,angry,1,data\processed\tess\features\OAF_pass_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pass_angry_spec.npy
OAF_pearl_angry,angry,1,data\processed\tess\features\OAF_pearl_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pearl_angry_spec.npy
OAF_peg_angry,angry,1,data\processed\tess\features\OAF_peg_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_peg_angry_spec.npy
OAF_perch_angry,angry,1,data\processed\tess\features\OAF_perch_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_perch_angry_spec.npy
OAF_phone_angry,angry,1,data\processed\tess\features\OAF_phone_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_phone_angry_spec.npy
OAF_pick_angry,angry,1,data\processed\tess\features\OAF_pick_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pick_angry_spec.npy
OAF_pike_angry,angry,1,data\processed\tess\features\OAF_pike_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pike_angry_spec.npy
OAF_pole_angry,angry,1,data\processed\tess\features\OAF_pole_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pole_angry_spec.npy
OAF_pool_angry,angry,1,data\processed\tess\features\OAF_pool_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_pool_angry_spec.npy
OAF_puff_angry,angry,1,data\processed\tess\features\OAF_puff_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_puff_angry_spec.npy
OAF_rag_angry,angry,1,data\processed\tess\features\OAF_rag_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_rag_angry_spec.npy
OAF_raid_angry,angry,1,data\processed\tess\features\OAF_raid_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_raid_angry_spec.npy
OAF_rain_angry,angry,1,data\processed\tess\features\OAF_rain_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_rain_angry_spec.npy
OAF_raise_angry,angry,1,data\processed\tess\features\OAF_raise_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_raise_angry_spec.npy
OAF_rat_angry,angry,1,data\processed\tess\features\OAF_rat_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_rat_angry_spec.npy
OAF_reach_angry,angry,1,data\processed\tess\features\OAF_reach_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_reach_angry_spec.npy
OAF_read_angry,angry,1,data\processed\tess\features\OAF_read_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_read_angry_spec.npy
OAF_red_angry,angry,1,data\processed\tess\features\OAF_red_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_red_angry_spec.npy
OAF_ring_angry,angry,1,data\processed\tess\features\OAF_ring_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_ring_angry_spec.npy
OAF_ripe_angry,angry,1,data\processed\tess\features\OAF_ripe_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_ripe_angry_spec.npy
OAF_road_angry,angry,1,data\processed\tess\features\OAF_road_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_road_angry_spec.npy
OAF_room_angry,angry,1,data\processed\tess\features\OAF_room_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_room_angry_spec.npy
OAF_rose_angry,angry,1,data\processed\tess\features\OAF_rose_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_rose_angry_spec.npy
OAF_rot_angry,angry,1,data\processed\tess\features\OAF_rot_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_rot_angry_spec.npy
OAF_rough_angry,angry,1,data\processed\tess\features\OAF_rough_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_rough_angry_spec.npy
OAF_rush_angry,angry,1,data\processed\tess\features\OAF_rush_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_rush_angry_spec.npy
OAF_said_angry,angry,1,data\processed\tess\features\OAF_said_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_said_angry_spec.npy
OAF_sail_angry,angry,1,data\processed\tess\features\OAF_sail_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_sail_angry_spec.npy
OAF_search_angry,angry,1,data\processed\tess\features\OAF_search_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_search_angry_spec.npy
OAF_seize_angry,angry,1,data\processed\tess\features\OAF_seize_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_seize_angry_spec.npy
OAF_sell_angry,angry,1,data\processed\tess\features\OAF_sell_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_sell_angry_spec.npy
OAF_shack_angry,angry,1,data\processed\tess\features\OAF_shack_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_shack_angry_spec.npy
OAF_shall_angry,angry,1,data\processed\tess\features\OAF_shall_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_shall_angry_spec.npy
OAF_shawl_angry,angry,1,data\processed\tess\features\OAF_shawl_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_shawl_angry_spec.npy
OAF_sheep_angry,angry,1,data\processed\tess\features\OAF_sheep_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_sheep_angry_spec.npy
OAF_shirt_angry,angry,1,data\processed\tess\features\OAF_shirt_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_shirt_angry_spec.npy
OAF_should_angry,angry,1,data\processed\tess\features\OAF_should_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_should_angry_spec.npy
OAF_shout_angry,angry,1,data\processed\tess\features\OAF_shout_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_shout_angry_spec.npy
OAF_size_angry,angry,1,data\processed\tess\features\OAF_size_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_size_angry_spec.npy
OAF_soap_angry,angry,1,data\processed\tess\features\OAF_soap_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_soap_angry_spec.npy
OAF_soup_angry,angry,1,data\processed\tess\features\OAF_soup_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_soup_angry_spec.npy
OAF_sour_angry,angry,1,data\processed\tess\features\OAF_sour_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_sour_angry_spec.npy
OAF_south_angry,angry,1,data\processed\tess\features\OAF_south_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_south_angry_spec.npy
OAF_sub_angry,angry,1,data\processed\tess\features\OAF_sub_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_sub_angry_spec.npy
OAF_such_angry,angry,1,data\processed\tess\features\OAF_such_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_such_angry_spec.npy
OAF_sure_angry,angry,1,data\processed\tess\features\OAF_sure_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_sure_angry_spec.npy
OAF_take_angry,angry,1,data\processed\tess\features\OAF_take_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_take_angry_spec.npy
OAF_talk_angry,angry,1,data\processed\tess\features\OAF_talk_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_talk_angry_spec.npy
OAF_tape_angry,angry,1,data\processed\tess\features\OAF_tape_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_tape_angry_spec.npy
OAF_team_angry,angry,1,data\processed\tess\features\OAF_team_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_team_angry_spec.npy
OAF_tell_angry,angry,1,data\processed\tess\features\OAF_tell_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_tell_angry_spec.npy
OAF_thin_angry,angry,1,data\processed\tess\features\OAF_thin_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_thin_angry_spec.npy
OAF_third_angry,angry,1,data\processed\tess\features\OAF_third_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_third_angry_spec.npy
OAF_thought_angry,angry,1,data\processed\tess\features\OAF_thought_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_thought_angry_spec.npy
OAF_thumb_angry,angry,1,data\processed\tess\features\OAF_thumb_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_thumb_angry_spec.npy
OAF_time_angry,angry,1,data\processed\tess\features\OAF_time_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_time_angry_spec.npy
OAF_tip_angry,angry,1,data\processed\tess\features\OAF_tip_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_tip_angry_spec.npy
OAF_tire_angry,angry,1,data\processed\tess\features\OAF_tire_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_tire_angry_spec.npy
OAF_ton_angry,angry,1,data\processed\tess\features\OAF_ton_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_ton_angry_spec.npy
OAF_tool_angry,angry,1,data\processed\tess\features\OAF_tool_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_tool_angry_spec.npy
OAF_tough_angry,angry,1,data\processed\tess\features\OAF_tough_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_tough_angry_spec.npy
OAF_turn_angry,angry,1,data\processed\tess\features\OAF_turn_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_turn_angry_spec.npy
OAF_vine_angry,angry,1,data\processed\tess\features\OAF_vine_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_vine_angry_spec.npy
OAF_voice_angry,angry,1,data\processed\tess\features\OAF_voice_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_voice_angry_spec.npy
OAF_void_angry,angry,1,data\processed\tess\features\OAF_void_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_void_angry_spec.npy
OAF_vote_angry,angry,1,data\processed\tess\features\OAF_vote_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_vote_angry_spec.npy
OAF_wag_angry,angry,1,data\processed\tess\features\OAF_wag_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_wag_angry_spec.npy
OAF_walk_angry,angry,1,data\processed\tess\features\OAF_walk_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_walk_angry_spec.npy
OAF_wash_angry,angry,1,data\processed\tess\features\OAF_wash_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_wash_angry_spec.npy
OAF_week_angry,angry,1,data\processed\tess\features\OAF_week_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_week_angry_spec.npy
OAF_wheat_angry,angry,1,data\processed\tess\features\OAF_wheat_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_wheat_angry_spec.npy
OAF_when_angry,angry,1,data\processed\tess\features\OAF_when_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_when_angry_spec.npy
OAF_which_angry,angry,1,data\processed\tess\features\OAF_which_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_which_angry_spec.npy
OAF_whip_angry,angry,1,data\processed\tess\features\OAF_whip_angry_mfcc.npy,data\processed\tess\spectrograms\OAF_whip_angry_spec.npy
